table_id,table_number,table_title,slice_section,metric_label,measure_label,survey_year,value,value_raw,value_status,value_has_asterisk,value_unit,slice_dataset,is_ai_module,anzsco_join_note,value_outlier_flag
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2011,96.2,96.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2013,90.3,90.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2015,90.3,90.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2017,88.5,88.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2019,87.4,87.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2021,83.5,83.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2023,86.1,86.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with unaccredited training (base: all employers using unaccredited training),Overall,2025,86.2,86.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2005,77.0,77,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2007,80.7,80.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2009,83.3,83.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2011,84.6,84.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2013,78.3,78.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2015,76.2,76.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2017,75.4,75.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2019,72.1,72.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2021,74.3,74.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2023,74.0,74,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Satisfaction with training,Employers satisfied with vocational qualifications as a job requirement (base: all employers with jobs requiring a vocational qualification),Overall,2025,74.3,74.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2005,12.2,12.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2007,13.0,13,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2009,8.7,8.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2011,9.3,9.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2013,12.4,12.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2015,10.9,10.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2017,8.7,8.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2019,12.8,12.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2021,11.2,11.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2023,9.7,9.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers providing no training,Overall,2025,10.2,10.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2005,57.9,57.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2007,55.6,55.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2009,58.0,58,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2011,56.1,56.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2013,51.9,51.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2015,52.8,52.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2017,54.4,54.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2019,50.9,50.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2021,56.6,56.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2023,56.8,56.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers),Overall,2025,57.0,57,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2005,24.2,24.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2007,23.3,23.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2009,27.2,27.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2011,23.7,23.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2013,20.0,20,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2015,20.6,20.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2017,22.4,22.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2019,19.9,19.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2021,27.1,27.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2023,28.5,28.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | using nationally recognised training,Overall,2025,32.1,32.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2005,29.2,29.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2007,30.3,30.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2009,32.0,32,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2011,30.4,30.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2013,26.9,26.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2015,24.3,24.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2017,23.5,23.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2019,23.2,23.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2021,27.4,27.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2023,31.3,31.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with apprentices and trainees,Overall,2025,28.7,28.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2005,37.0,37,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2007,34.8,34.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2009,35.7,35.7,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2011,36.4,36.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2013,33.3,33.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2015,36.6,36.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2017,37.2,37.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2019,34.2,34.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2021,40.2,40.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2023,38.6,38.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using accredited training (base: all employers) | with jobs that require vocational qualifications,Overall,2025,38.6,38.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2005,73.0,73,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2007,72.1,72.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2009,77.8,77.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2011,78.3,78.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2013,77.6,77.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2015,77.9,77.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2017,81.4,81.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2019,74.1,74.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2021,76.6,76.6,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2023,81.2,81.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using informal training,Overall,2025,79.0,79,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2005,54.5,54.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2007,50.4,50.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2009,54.1,54.1,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2011,49.0,49,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2013,47.5,47.5,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2015,49.3,49.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2017,50.8,50.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2019,48.8,48.8,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2021,52.2,52.2,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2023,54.4,54.4,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 1,1,"Key findings, timeseries (%)",Training choices,Employers using unaccredited training,Overall,2025,50.9,50.9,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 5,5,"Employers' satisfaction with training as a way of meeting their skill needs by type of training, timeseries (%)",Accredited training,Employers using nationally recognised training,Dissatisfied,2013,7.3,7.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
Table 5,5,"Employers' satisfaction with training as a way of meeting their skill needs by type of training, timeseries (%)",Accredited training,Employers using nationally recognised training,Dissatisfied,2015,6.3,6.3,reported,False,pct,training_type,False,Employer survey — joins on state/industry/size. No ANZSCO occupation code available.,False
