anzsco_code,raw_title,title_type_code,title_type,jurisdiction_scope,occupation_title,normalised_title,major_group_code,sub_major_group_code,minor_group_code,unit_group_code,major_group_label,preferred_occupation_title,preferred_title_type,preferred_jurisdiction_scope,is_preferred_title
224611,Corporate Librarian (S),S,specialisation,Generic,Corporate Librarian,corporate librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Legal Librarian (S),S,specialisation,Generic,Legal Librarian,legal librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Multicultural Services Librarian (S),S,specialisation,Generic,Multicultural Services Librarian,multicultural services librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Parliamentary Librarian (S),S,specialisation,Generic,Parliamentary Librarian,parliamentary librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Reference Librarian (S),S,specialisation,Generic,Reference Librarian,reference librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Special Librarian (S),S,specialisation,Generic,Special Librarian,special librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224611,Special Needs Librarian (S),S,specialisation,Generic,Special Needs Librarian,special needs librarian,2,22,224,2246,Professionals,Librarian,principal,Generic,False
224711,Management Consultant (P),P,principal,Generic,Management Consultant,management consultant,2,22,224,2247,Professionals,Management Consultant,principal,Generic,True
224711,Business Consultant (A),A,alternative,Generic,Business Consultant,business consultant,2,22,224,2247,Professionals,Management Consultant,principal,Generic,False
224711,Business Analyst (S),S,specialisation,Generic,Business Analyst,business analyst,2,22,224,2247,Professionals,Management Consultant,principal,Generic,False
224712,Organisation and Methods Analyst (P),P,principal,Generic,Organisation and Methods Analyst,organisation and methods analyst,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,True
224712,Procedures Analyst (A),A,alternative,Generic,Procedures Analyst,procedures analyst,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,False
224712,Change Management Facilitator (S),S,specialisation,Generic,Change Management Facilitator,change management facilitator,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,False
224712,Industry Analyst (S),S,specialisation,Generic,Industry Analyst,industry analyst,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,False
224712,Quality Auditor (S),S,specialisation,Generic,Quality Auditor,quality auditor,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,False
224712,Skills Auditor (S),S,specialisation,Generic,Skills Auditor,skills auditor,2,22,224,2247,Professionals,Organisation and Methods Analyst,principal,Generic,False
224911,Electorate Officer (P),P,principal,Generic,Electorate Officer,electorate officer,2,22,224,2249,Professionals,Electorate Officer,principal,Generic,True
224912,Liaison Officer (P),P,principal,Generic,Liaison Officer,liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,True
224912,Aboriginal Liaison Officer (S),S,specialisation,Generic,Aboriginal Liaison Officer,aboriginal liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,False
224912,Business Liaison Officer (S),S,specialisation,Generic,Business Liaison Officer,business liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,False
224912,Community Liaison Officer (S),S,specialisation,Generic,Community Liaison Officer,community liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,False
224912,Disability Liaison Officer (S),S,specialisation,Generic,Disability Liaison Officer,disability liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,False
224912,Police Liaison Officer (S),S,specialisation,Generic,Police Liaison Officer,police liaison officer,2,22,224,2249,Professionals,Liaison Officer,principal,Generic,False
224913,Immigration Consultant (NZ) (P),P,principal,New Zealand,Immigration Consultant,immigration consultant,2,22,224,2249,Professionals,Migration Agent,principal,Australia,False
224913,Migration Agent (Aus) (P),P,principal,Australia,Migration Agent,migration agent,2,22,224,2249,Professionals,Migration Agent,principal,Australia,True
224913,Migration Consultant (A),A,alternative,Generic,Migration Consultant,migration consultant,2,22,224,2249,Professionals,Migration Agent,principal,Australia,False
224914,Patents Examiner (P),P,principal,Generic,Patents Examiner,patents examiner,2,22,224,2249,Professionals,Patents Examiner,principal,Generic,True
224999,Information and Organisation Professionals nec (P),P,principal,Generic,Information and Organisation Professionals nec,information and organisation professionals nec,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,True
224999,Electoral Officer (N),N,nec_category,Generic,Electoral Officer,electoral officer,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,False
224999,Forms Designer (N),N,nec_category,Generic,Forms Designer,forms designer,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,False
224999,Knowledge Manager (N),N,nec_category,Generic,Knowledge Manager,knowledge manager,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,False
224999,Lobbyist (N),N,nec_category,Generic,Lobbyist,lobbyist,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,False
224999,Museum Registrar (N),N,nec_category,Generic,Museum Registrar,museum registrar,2,22,224,2249,Professionals,Information and Organisation Professionals nec,principal,Generic,False
225111,Advertising Specialist (P),P,principal,Generic,Advertising Specialist,advertising specialist,2,22,225,2251,Professionals,Advertising Specialist,principal,Generic,True
225111,Advertising Account Executive (A),A,alternative,Generic,Advertising Account Executive,advertising account executive,2,22,225,2251,Professionals,Advertising Specialist,principal,Generic,False
225111,Advertising Account Manager (A),A,alternative,Generic,Advertising Account Manager,advertising account manager,2,22,225,2251,Professionals,Advertising Specialist,principal,Generic,False
225111,Creative Director (Advertising) (A),A,alternative,Generic,Creative Director (Advertising),creative director advertising,2,22,225,2251,Professionals,Advertising Specialist,principal,Generic,False
225112,Market Research Analyst (P),P,principal,Generic,Market Research Analyst,market research analyst,2,22,225,2251,Professionals,Market Research Analyst,principal,Generic,True
225113,Marketing Specialist (P),P,principal,Generic,Marketing Specialist,marketing specialist,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,True
225113,Marketing Consultant (A),A,alternative,Generic,Marketing Consultant,marketing consultant,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Marketing Coordinator (A),A,alternative,Generic,Marketing Coordinator,marketing coordinator,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Marketing Officer (A),A,alternative,Generic,Marketing Officer,marketing officer,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Brand Manager (S),S,specialisation,Generic,Brand Manager,brand manager,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Category Manager (S),S,specialisation,Generic,Category Manager,category manager,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Product Manager (S),S,specialisation,Generic,Product Manager,product manager,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225113,Sales Promotion Officer (S),S,specialisation,Generic,Sales Promotion Officer,sales promotion officer,2,22,225,2251,Professionals,Marketing Specialist,principal,Generic,False
225211,ICT Account Manager (P),P,principal,Generic,ICT Account Manager,ict account manager,2,22,225,2252,Professionals,ICT Account Manager,principal,Generic,True
225212,ICT Business Development Manager (P),P,principal,Generic,ICT Business Development Manager,ict business development manager,2,22,225,2252,Professionals,ICT Business Development Manager,principal,Generic,True
225213,ICT Sales Representative (P),P,principal,Generic,ICT Sales Representative,ict sales representative,2,22,225,2252,Professionals,ICT Sales Representative,principal,Generic,True
225311,Public Relations Professional (P),P,principal,Generic,Public Relations Professional,public relations professional,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,True
225311,Corporate Affairs Officer (A),A,alternative,Generic,Corporate Affairs Officer,corporate affairs officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Maori Liaison Officer (NZ) (S),S,specialisation,New Zealand,Maori Liaison Officer,maori liaison officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Media Liaison Officer (S),S,specialisation,Generic,Media Liaison Officer,media liaison officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Press Officer (S),S,specialisation,Generic,Press Officer,press officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Promotions Officer (S),S,specialisation,Generic,Promotions Officer,promotions officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Public Affairs Officer (S),S,specialisation,Generic,Public Affairs Officer,public affairs officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Public Relations Consultant (S),S,specialisation,Generic,Public Relations Consultant,public relations consultant,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225311,Public Relations Officer (S),S,specialisation,Generic,Public Relations Officer,public relations officer,2,22,225,2253,Professionals,Public Relations Professional,principal,Generic,False
225411,Sales Representative (Industrial Products) (P),P,principal,Generic,Sales Representative (Industrial Products),sales representative industrial products,2,22,225,2254,Professionals,Sales Representative (Industrial Products),principal,Generic,True
225412,Sales Representative (Medical and Pharmaceutical Products) (P),P,principal,Generic,Sales Representative (Medical and Pharmaceutical Products),sales representative medical and pharmaceutical products,2,22,225,2254,Professionals,Sales Representative (Medical and Pharmaceutical Products),principal,Generic,True
225412,Medical Representative (S),S,specialisation,Generic,Medical Representative,medical representative,2,22,225,2254,Professionals,Sales Representative (Medical and Pharmaceutical Products),principal,Generic,False
225499,Technical Sales Representatives nec (P),P,principal,Generic,Technical Sales Representatives nec,technical sales representatives nec,2,22,225,2254,Professionals,Technical Sales Representatives nec,principal,Generic,True
225499,Sales Representative (Educational Products and Services) (N),N,nec_category,Generic,Sales Representative (Educational Products and Services),sales representative educational products and services,2,22,225,2254,Professionals,Technical Sales Representatives nec,principal,Generic,False
231111,Aeroplane Pilot (P),P,principal,Generic,Aeroplane Pilot,aeroplane pilot,2,23,231,2311,Professionals,Aeroplane Pilot,principal,Generic,True
231112,Air Traffic Controller (P),P,principal,Generic,Air Traffic Controller,air traffic controller,2,23,231,2311,Professionals,Air Traffic Controller,principal,Generic,True
231113,Flying Instructor (P),P,principal,Generic,Flying Instructor,flying instructor,2,23,231,2311,Professionals,Flying Instructor,principal,Generic,True
231113,Gliding Pilot Instructor (S),S,specialisation,Generic,Gliding Pilot Instructor,gliding pilot instructor,2,23,231,2311,Professionals,Flying Instructor,principal,Generic,False
231113,Helicopter Pilot Instructor (S),S,specialisation,Generic,Helicopter Pilot Instructor,helicopter pilot instructor,2,23,231,2311,Professionals,Flying Instructor,principal,Generic,False
231114,Helicopter Pilot (P),P,principal,Generic,Helicopter Pilot,helicopter pilot,2,23,231,2311,Professionals,Helicopter Pilot,principal,Generic,True
231199,Air Transport Professionals nec (P),P,principal,Generic,Air Transport Professionals nec,air transport professionals nec,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,True
231199,Air Observer (Rescue) (N),N,nec_category,Generic,Air Observer (Rescue),air observer rescue,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231199,Aircraft Navigator (N),N,nec_category,Generic,Aircraft Navigator,aircraft navigator,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231199,Airworthiness Surveyor (N),N,nec_category,Generic,Airworthiness Surveyor,airworthiness surveyor,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231199,Balloonist (N),N,nec_category,Generic,Balloonist,balloonist,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231199,Flight Engineer Inspector (N),N,nec_category,Generic,Flight Engineer Inspector,flight engineer inspector,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231199,Navigator (Air Force) (N),N,nec_category,Generic,Navigator (Air Force),navigator air force,2,23,231,2311,Professionals,Air Transport Professionals nec,principal,Generic,False
231211,Master Fisher (P),P,principal,Generic,Master Fisher,master fisher,2,23,231,2312,Professionals,Master Fisher,principal,Generic,True
231212,Ship's Engineer (P),P,principal,Generic,Ship's Engineer,ship s engineer,2,23,231,2312,Professionals,Ship's Engineer,principal,Generic,True
231212,Marine Engineer (A),A,alternative,Generic,Marine Engineer,marine engineer,2,23,231,2312,Professionals,Ship's Engineer,principal,Generic,False
231212,Mechanical Engineering Officer (Navy) (S),S,specialisation,Generic,Mechanical Engineering Officer (Navy),mechanical engineering officer navy,2,23,231,2312,Professionals,Ship's Engineer,principal,Generic,False
231212,Weapons Electrical Engineering Officer (Navy) (S),S,specialisation,Generic,Weapons Electrical Engineering Officer (Navy),weapons electrical engineering officer navy,2,23,231,2312,Professionals,Ship's Engineer,principal,Generic,False
231213,Ship's Master (P),P,principal,Generic,Ship's Master,ship s master,2,23,231,2312,Professionals,Ship's Master,principal,Generic,True
231213,Ship's Captain (A),A,alternative,Generic,Ship's Captain,ship s captain,2,23,231,2312,Professionals,Ship's Master,principal,Generic,False
231213,Dredge Master (S),S,specialisation,Generic,Dredge Master,dredge master,2,23,231,2312,Professionals,Ship's Master,principal,Generic,False
231213,Hydrofoil Captain (S),S,specialisation,Generic,Hydrofoil Captain,hydrofoil captain,2,23,231,2312,Professionals,Ship's Master,principal,Generic,False
231213,Ship's Pilot (S),S,specialisation,Generic,Ship's Pilot,ship s pilot,2,23,231,2312,Professionals,Ship's Master,principal,Generic,False
231213,Tug Master (S),S,specialisation,Generic,Tug Master,tug master,2,23,231,2312,Professionals,Ship's Master,principal,Generic,False
231214,Ship's Officer (P),P,principal,Generic,Ship's Officer,ship s officer,2,23,231,2312,Professionals,Ship's Officer,principal,Generic,True
231214,Deck Officer (A),A,alternative,Generic,Deck Officer,deck officer,2,23,231,2312,Professionals,Ship's Officer,principal,Generic,False
231214,Navigating Officer (Ship's) (S),S,specialisation,Generic,Navigating Officer (Ship's),navigating officer ship s,2,23,231,2312,Professionals,Ship's Officer,principal,Generic,False
231214,Seaman Officer (Navy) (S),S,specialisation,Generic,Seaman Officer (Navy),seaman officer navy,2,23,231,2312,Professionals,Ship's Officer,principal,Generic,False
231215,Ship's Surveyor (P),P,principal,Generic,Ship's Surveyor,ship s surveyor,2,23,231,2312,Professionals,Ship's Surveyor,principal,Generic,True
231215,Marine Engineer Surveyor (A),A,alternative,Generic,Marine Engineer Surveyor,marine engineer surveyor,2,23,231,2312,Professionals,Ship's Surveyor,principal,Generic,False
231299,Marine Transport Professionals nec (P),P,principal,Generic,Marine Transport Professionals nec,marine transport professionals nec,2,23,231,2312,Professionals,Marine Transport Professionals nec,principal,Generic,True
231299,Boating Safety Officer (Aus) (N),N,nec_category,Australia,Boating Safety Officer,boating safety officer,2,23,231,2312,Professionals,Marine Transport Professionals nec,principal,Generic,False
231299,Marine Safety Officer (N),N,nec_category,Generic,Marine Safety Officer,marine safety officer,2,23,231,2312,Professionals,Marine Transport Professionals nec,principal,Generic,False
231299,Vessel Traffic Officer (Aus) (N),N,nec_category,Australia,Vessel Traffic Officer,vessel traffic officer,2,23,231,2312,Professionals,Marine Transport Professionals nec,principal,Generic,False
232111,Architect (P),P,principal,Generic,Architect,architect,2,23,232,2321,Professionals,Architect,principal,Generic,True
232111,Conservation or Heritage Architect (S),S,specialisation,Generic,Conservation or Heritage Architect,conservation or heritage architect,2,23,232,2321,Professionals,Architect,principal,Generic,False
232112,Landscape Architect (P),P,principal,Generic,Landscape Architect,landscape architect,2,23,232,2321,Professionals,Landscape Architect,principal,Generic,True
232212,Surveyor (P),P,principal,Generic,Surveyor,surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,True
232212,Geomatic Engineer (A),A,alternative,Generic,Geomatic Engineer,geomatic engineer,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Geomatician (A),A,alternative,Generic,Geomatician,geomatician,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Cadastral Surveyor (S),S,specialisation,Generic,Cadastral Surveyor,cadastral surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Engineering Surveyor (S),S,specialisation,Generic,Engineering Surveyor,engineering surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Geodetic Surveyor (S),S,specialisation,Generic,Geodetic Surveyor,geodetic surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Hydrographic Surveyor (S),S,specialisation,Generic,Hydrographic Surveyor,hydrographic surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Mine Surveyor (S),S,specialisation,Generic,Mine Surveyor,mine surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232212,Photogrammetric Surveyor (S),S,specialisation,Generic,Photogrammetric Surveyor,photogrammetric surveyor,2,23,232,2322,Professionals,Surveyor,principal,Generic,False
232213,Cartographer (P),P,principal,Generic,Cartographer,cartographer,2,23,232,2322,Professionals,Cartographer,principal,Generic,True
232214,Other Spatial Scientist (P),P,principal,Generic,Other Spatial Scientist,other spatial scientist,2,23,232,2322,Professionals,Other Spatial Scientist,principal,Generic,True
232214,Geographic Information Systems Manager (S),S,specialisation,Generic,Geographic Information Systems Manager,geographic information systems manager,2,23,232,2322,Professionals,Other Spatial Scientist,principal,Generic,False
232311,Fashion Designer (P),P,principal,Generic,Fashion Designer,fashion designer,2,23,232,2323,Professionals,Fashion Designer,principal,Generic,True
232311,Costume Designer (S),S,specialisation,Generic,Costume Designer,costume designer,2,23,232,2323,Professionals,Fashion Designer,principal,Generic,False
232311,Leisurewear Designer (S),S,specialisation,Generic,Leisurewear Designer,leisurewear designer,2,23,232,2323,Professionals,Fashion Designer,principal,Generic,False
232312,Industrial Designer (P),P,principal,Generic,Industrial Designer,industrial designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,True
232312,Product Designer (A),A,alternative,Generic,Product Designer,product designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,False
232312,Ceramic Designer (S),S,specialisation,Generic,Ceramic Designer,ceramic designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,False
232312,Furniture Designer (S),S,specialisation,Generic,Furniture Designer,furniture designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,False
232312,Glass Designer (S),S,specialisation,Generic,Glass Designer,glass designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,False
232312,Textile Designer (S),S,specialisation,Generic,Textile Designer,textile designer,2,23,232,2323,Professionals,Industrial Designer,principal,Generic,False
232313,Jewellery Designer (P),P,principal,Generic,Jewellery Designer,jewellery designer,2,23,232,2323,Professionals,Jewellery Designer,principal,Generic,True
232411,Graphic Designer (P),P,principal,Generic,Graphic Designer,graphic designer,2,23,232,2324,Professionals,Graphic Designer,principal,Generic,True
232411,Graphic Artist (A),A,alternative,Generic,Graphic Artist,graphic artist,2,23,232,2324,Professionals,Graphic Designer,principal,Generic,False
232411,Exhibition Designer (S),S,specialisation,Generic,Exhibition Designer,exhibition designer,2,23,232,2324,Professionals,Graphic Designer,principal,Generic,False
232411,Film and Video Graphics Designer (S),S,specialisation,Generic,Film and Video Graphics Designer,film and video graphics designer,2,23,232,2324,Professionals,Graphic Designer,principal,Generic,False
232411,Publication Designer (S),S,specialisation,Generic,Publication Designer,publication designer,2,23,232,2324,Professionals,Graphic Designer,principal,Generic,False
232412,Illustrator (P),P,principal,Generic,Illustrator,illustrator,2,23,232,2324,Professionals,Illustrator,principal,Generic,True
232412,Animator (S),S,specialisation,Generic,Animator,animator,2,23,232,2324,Professionals,Illustrator,principal,Generic,False
232412,Cartoonist (S),S,specialisation,Generic,Cartoonist,cartoonist,2,23,232,2324,Professionals,Illustrator,principal,Generic,False
232412,Technical Illustrator (S),S,specialisation,Generic,Technical Illustrator,technical illustrator,2,23,232,2324,Professionals,Illustrator,principal,Generic,False
232413,Multimedia Designer (P),P,principal,Generic,Multimedia Designer,multimedia designer,2,23,232,2324,Professionals,Multimedia Designer,principal,Generic,True
232413,Digital Media Designer (A),A,alternative,Generic,Digital Media Designer,digital media designer,2,23,232,2324,Professionals,Multimedia Designer,principal,Generic,False
232413,Interactive Media Designer (A),A,alternative,Generic,Interactive Media Designer,interactive media designer,2,23,232,2324,Professionals,Multimedia Designer,principal,Generic,False
232413,Instructional Designer (S),S,specialisation,Generic,Instructional Designer,instructional designer,2,23,232,2324,Professionals,Multimedia Designer,principal,Generic,False
232414,Web Designer (P),P,principal,Generic,Web Designer,web designer,2,23,232,2324,Professionals,Web Designer,principal,Generic,True
232511,Interior Designer (P),P,principal,Generic,Interior Designer,interior designer,2,23,232,2325,Professionals,Interior Designer,principal,Generic,True
232511,Commercial Interior Designer (S),S,specialisation,Generic,Commercial Interior Designer,commercial interior designer,2,23,232,2325,Professionals,Interior Designer,principal,Generic,False
232511,Environmental Designer (S),S,specialisation,Generic,Environmental Designer,environmental designer,2,23,232,2325,Professionals,Interior Designer,principal,Generic,False
232511,Residential Interior Designer (S),S,specialisation,Generic,Residential Interior Designer,residential interior designer,2,23,232,2325,Professionals,Interior Designer,principal,Generic,False
232511,Retail Interior Designer (S),S,specialisation,Generic,Retail Interior Designer,retail interior designer,2,23,232,2325,Professionals,Interior Designer,principal,Generic,False
232611,Urban and Regional Planner (P),P,principal,Generic,Urban and Regional Planner,urban and regional planner,2,23,232,2326,Professionals,Urban and Regional Planner,principal,Generic,True
232611,Land Planner (S),S,specialisation,Generic,Land Planner,land planner,2,23,232,2326,Professionals,Urban and Regional Planner,principal,Generic,False
232611,Resource Management Planner (NZ) (S),S,specialisation,New Zealand,Resource Management Planner,resource management planner,2,23,232,2326,Professionals,Urban and Regional Planner,principal,Generic,False
232611,Town Planner (S),S,specialisation,Generic,Town Planner,town planner,2,23,232,2326,Professionals,Urban and Regional Planner,principal,Generic,False
232611,Traffic and Transport Planner (S),S,specialisation,Generic,Traffic and Transport Planner,traffic and transport planner,2,23,232,2326,Professionals,Urban and Regional Planner,principal,Generic,False
233111,Chemical Engineer (P),P,principal,Generic,Chemical Engineer,chemical engineer,2,23,233,2331,Professionals,Chemical Engineer,principal,Generic,True
233112,Materials Engineer (P),P,principal,Generic,Materials Engineer,materials engineer,2,23,233,2331,Professionals,Materials Engineer,principal,Generic,True
233211,Civil Engineer (P),P,principal,Generic,Civil Engineer,civil engineer,2,23,233,2332,Professionals,Civil Engineer,principal,Generic,True
233211,Airfield Engineer Officer (Air Force) (S),S,specialisation,Generic,Airfield Engineer Officer (Air Force),airfield engineer officer air force,2,23,233,2332,Professionals,Civil Engineer,principal,Generic,False
233211,Hydraulics Engineer (S),S,specialisation,Generic,Hydraulics Engineer,hydraulics engineer,2,23,233,2332,Professionals,Civil Engineer,principal,Generic,False
233212,Geotechnical Engineer (P),P,principal,Generic,Geotechnical Engineer,geotechnical engineer,2,23,233,2332,Professionals,Geotechnical Engineer,principal,Generic,True
233213,Quantity Surveyor (P),P,principal,Generic,Quantity Surveyor,quantity surveyor,2,23,233,2332,Professionals,Quantity Surveyor,principal,Generic,True
233213,Building Economist (A),A,alternative,Generic,Building Economist,building economist,2,23,233,2332,Professionals,Quantity Surveyor,principal,Generic,False
233213,Construction Economist (A),A,alternative,Generic,Construction Economist,construction economist,2,23,233,2332,Professionals,Quantity Surveyor,principal,Generic,False
233214,Structural Engineer (P),P,principal,Generic,Structural Engineer,structural engineer,2,23,233,2332,Professionals,Structural Engineer,principal,Generic,True
233215,Transport Engineer (P),P,principal,Generic,Transport Engineer,transport engineer,2,23,233,2332,Professionals,Transport Engineer,principal,Generic,True
233215,Roading Engineer (NZ) (S),S,specialisation,New Zealand,Roading Engineer,roading engineer,2,23,233,2332,Professionals,Transport Engineer,principal,Generic,False
233311,Electrical Engineer (P),P,principal,Generic,Electrical Engineer,electrical engineer,2,23,233,2333,Professionals,Electrical Engineer,principal,Generic,True
233311,Electrical Design Engineer (S),S,specialisation,Generic,Electrical Design Engineer,electrical design engineer,2,23,233,2333,Professionals,Electrical Engineer,principal,Generic,False
233311,Railway Signalling Engineer (S),S,specialisation,Generic,Railway Signalling Engineer,railway signalling engineer,2,23,233,2333,Professionals,Electrical Engineer,principal,Generic,False
233311,Signalling and Communications Engineer (S),S,specialisation,Generic,Signalling and Communications Engineer,signalling and communications engineer,2,23,233,2333,Professionals,Electrical Engineer,principal,Generic,False
233411,Electronics Engineer (P),P,principal,Generic,Electronics Engineer,electronics engineer,2,23,233,2334,Professionals,Electronics Engineer,principal,Generic,True
233411,Communications Engineer (Army) (S),S,specialisation,Generic,Communications Engineer (Army),communications engineer army,2,23,233,2334,Professionals,Electronics Engineer,principal,Generic,False
233511,Industrial Engineer (P),P,principal,Generic,Industrial Engineer,industrial engineer,2,23,233,2335,Professionals,Industrial Engineer,principal,Generic,True
233511,Process Engineer (Industrial) (S),S,specialisation,Generic,Process Engineer (Industrial),process engineer industrial,2,23,233,2335,Professionals,Industrial Engineer,principal,Generic,False
233512,Mechanical Engineer (P),P,principal,Generic,Mechanical Engineer,mechanical engineer,2,23,233,2335,Professionals,Mechanical Engineer,principal,Generic,True
233512,Airconditioning Engineer (S),S,specialisation,Generic,Airconditioning Engineer,airconditioning engineer,2,23,233,2335,Professionals,Mechanical Engineer,principal,Generic,False
233512,Heating and Ventilation Engineer (S),S,specialisation,Generic,Heating and Ventilation Engineer,heating and ventilation engineer,2,23,233,2335,Professionals,Mechanical Engineer,principal,Generic,False
233513,Production or Plant Engineer (P),P,principal,Generic,Production or Plant Engineer,production or plant engineer,2,23,233,2335,Professionals,Production or Plant Engineer,principal,Generic,True
233513,Automation and Control Engineer (S),S,specialisation,Generic,Automation and Control Engineer,automation and control engineer,2,23,233,2335,Professionals,Production or Plant Engineer,principal,Generic,False
233611,Mining Engineer (excluding Petroleum) (P),P,principal,Generic,Mining Engineer (excluding Petroleum),mining engineer excluding petroleum,2,23,233,2336,Professionals,Mining Engineer (excluding Petroleum),principal,Generic,True
233611,Process Engineer (Mining) (S),S,specialisation,Generic,Process Engineer (Mining),process engineer mining,2,23,233,2336,Professionals,Mining Engineer (excluding Petroleum),principal,Generic,False
233612,Petroleum Engineer (P),P,principal,Generic,Petroleum Engineer,petroleum engineer,2,23,233,2336,Professionals,Petroleum Engineer,principal,Generic,True
233612,Mud Engineer (S),S,specialisation,Generic,Mud Engineer,mud engineer,2,23,233,2336,Professionals,Petroleum Engineer,principal,Generic,False
233612,Petrophysical Engineer (S),S,specialisation,Generic,Petrophysical Engineer,petrophysical engineer,2,23,233,2336,Professionals,Petroleum Engineer,principal,Generic,False
233911,Aeronautical Engineer (P),P,principal,Generic,Aeronautical Engineer,aeronautical engineer,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,True
233911,Aeronautical Engineering Officer (Navy) (S),S,specialisation,Generic,Aeronautical Engineering Officer (Navy),aeronautical engineering officer navy,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Aerospace Engineer (S),S,specialisation,Generic,Aerospace Engineer,aerospace engineer,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Aerospace Engineer Officer - Aeronautical (Air Force) (S),S,specialisation,Generic,Aerospace Engineer Officer - Aeronautical (Air Force),aerospace engineer officer aeronautical air force,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Aerospace Engineer Officer - Armament (Air Force) (S),S,specialisation,Generic,Aerospace Engineer Officer - Armament (Air Force),aerospace engineer officer armament air force,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Aerospace Engineer Officer - Electronics (Air Force) (S),S,specialisation,Generic,Aerospace Engineer Officer - Electronics (Air Force),aerospace engineer officer electronics air force,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Avionics Systems Engineer (S),S,specialisation,Generic,Avionics Systems Engineer,avionics systems engineer,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
233911,Weapons Aeronautical Engineering Officer (Navy) (S),S,specialisation,Generic,Weapons Aeronautical Engineering Officer (Navy),weapons aeronautical engineering officer navy,2,23,233,2339,Professionals,Aeronautical Engineer,principal,Generic,False
