anzsco_code,raw_title,title_type_code,title_type,jurisdiction_scope,occupation_title,normalised_title,major_group_code,sub_major_group_code,minor_group_code,unit_group_code,major_group_label,preferred_occupation_title,preferred_title_type,preferred_jurisdiction_scope,is_preferred_title
121214,Field Crop Grower (NZ) (P),P,principal,New Zealand,Field Crop Grower,field crop grower,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,False
121214,"Grain, Oilseed or Pasture Grower (Aus) (P)",P,principal,Australia,"Grain, Oilseed or Pasture Grower",grain oilseed or pasture grower,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,True
121214,"Grain, Oilseed or Pasture Farm Manager (Aus) (A)",A,alternative,Australia,"Grain, Oilseed or Pasture Farm Manager",grain oilseed or pasture farm manager,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,False
121214,Lucerne Farmer (S),S,specialisation,Generic,Lucerne Farmer,lucerne farmer,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,False
121214,Soybean Grower (Aus) (S),S,specialisation,Australia,Soybean Grower,soybean grower,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,False
121214,Wheat Farmer (S),S,specialisation,Generic,Wheat Farmer,wheat farmer,1,12,121,1212,Managers,"Grain, Oilseed or Pasture Grower",principal,Australia,False
121215,Grape Grower (P),P,principal,Generic,Grape Grower,grape grower,1,12,121,1212,Managers,Grape Grower,principal,Generic,True
121215,Viticulturist (S),S,specialisation,Generic,Viticulturist,viticulturist,1,12,121,1212,Managers,Grape Grower,principal,Generic,False
121216,Mixed Crop Farmer (P),P,principal,Generic,Mixed Crop Farmer,mixed crop farmer,1,12,121,1212,Managers,Mixed Crop Farmer,principal,Generic,True
121217,Sugar Cane Grower (P),P,principal,Generic,Sugar Cane Grower,sugar cane grower,1,12,121,1212,Managers,Sugar Cane Grower,principal,Generic,True
121217,Sugar Cane Farm Manager (A),A,alternative,Generic,Sugar Cane Farm Manager,sugar cane farm manager,1,12,121,1212,Managers,Sugar Cane Grower,principal,Generic,False
121218,Turf Grower (P),P,principal,Generic,Turf Grower,turf grower,1,12,121,1212,Managers,Turf Grower,principal,Generic,True
121218,Turf Farmer (A),A,alternative,Generic,Turf Farmer,turf farmer,1,12,121,1212,Managers,Turf Grower,principal,Generic,False
121221,Market Gardener (NZ) (P),P,principal,New Zealand,Market Gardener,market gardener,1,12,121,1212,Managers,Vegetable Grower,principal,Australia,False
121221,Vegetable Grower (Aus) (P),P,principal,Australia,Vegetable Grower,vegetable grower,1,12,121,1212,Managers,Vegetable Grower,principal,Australia,True
121221,Vegetable Farm Manager (A),A,alternative,Generic,Vegetable Farm Manager,vegetable farm manager,1,12,121,1212,Managers,Vegetable Grower,principal,Australia,False
121221,Market Gardener (Vegetables) (Aus) (S),S,specialisation,Australia,Market Gardener (Vegetables),market gardener vegetables,1,12,121,1212,Managers,Vegetable Grower,principal,Australia,False
121299,Crop Farmers nec (P),P,principal,Generic,Crop Farmers nec,crop farmers nec,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,True
121299,Coffee Grower (Aus) (N),N,nec_category,Australia,Coffee Grower,coffee grower,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Duboisia Farmer (Aus) (N),N,nec_category,Australia,Duboisia Farmer,duboisia farmer,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Ginger Farmer (N),N,nec_category,Generic,Ginger Farmer,ginger farmer,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Hop Farmer (N),N,nec_category,Generic,Hop Farmer,hop farmer,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Tea Tree Farmer (N),N,nec_category,Generic,Tea Tree Farmer,tea tree farmer,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Tobacco Grower (N),N,nec_category,Generic,Tobacco Grower,tobacco grower,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121299,Tree Farmer (N),N,nec_category,Generic,Tree Farmer,tree farmer,1,12,121,1212,Managers,Crop Farmers nec,principal,Generic,False
121311,Apiarist (P),P,principal,Generic,Apiarist,apiarist,1,12,121,1213,Managers,Apiarist,principal,Generic,True
121311,Beekeeper (A),A,alternative,Generic,Beekeeper,beekeeper,1,12,121,1213,Managers,Apiarist,principal,Generic,False
121312,Beef Cattle Farmer (P),P,principal,Generic,Beef Cattle Farmer,beef cattle farmer,1,12,121,1213,Managers,Beef Cattle Farmer,principal,Generic,True
121312,Beef Cattle Farm Manager (A),A,alternative,Generic,Beef Cattle Farm Manager,beef cattle farm manager,1,12,121,1213,Managers,Beef Cattle Farmer,principal,Generic,False
121312,Beef Cattle Grazier (A),A,alternative,Generic,Beef Cattle Grazier,beef cattle grazier,1,12,121,1213,Managers,Beef Cattle Farmer,principal,Generic,False
121312,Stud Beef Cattle Farmer (S),S,specialisation,Generic,Stud Beef Cattle Farmer,stud beef cattle farmer,1,12,121,1213,Managers,Beef Cattle Farmer,principal,Generic,False
121313,Dairy Cattle Farmer (P),P,principal,Generic,Dairy Cattle Farmer,dairy cattle farmer,1,12,121,1213,Managers,Dairy Cattle Farmer,principal,Generic,True
121313,Dairy Cattle Farm Manager (A),A,alternative,Generic,Dairy Cattle Farm Manager,dairy cattle farm manager,1,12,121,1213,Managers,Dairy Cattle Farmer,principal,Generic,False
121313,Share Dairy Farmer (Aus) (S),S,specialisation,Australia,Share Dairy Farmer,share dairy farmer,1,12,121,1213,Managers,Dairy Cattle Farmer,principal,Generic,False
121313,Sharemilker (NZ) (S),S,specialisation,New Zealand,Sharemilker,sharemilker,1,12,121,1213,Managers,Dairy Cattle Farmer,principal,Generic,False
121313,Stud Dairy Cattle Farmer (S),S,specialisation,Generic,Stud Dairy Cattle Farmer,stud dairy cattle farmer,1,12,121,1213,Managers,Dairy Cattle Farmer,principal,Generic,False
121314,Deer Farmer (P),P,principal,Generic,Deer Farmer,deer farmer,1,12,121,1213,Managers,Deer Farmer,principal,Generic,True
121315,Goat Farmer (P),P,principal,Generic,Goat Farmer,goat farmer,1,12,121,1213,Managers,Goat Farmer,principal,Generic,True
121316,Horse Breeder (P),P,principal,Generic,Horse Breeder,horse breeder,1,12,121,1213,Managers,Horse Breeder,principal,Generic,True
121316,Horse Stud Manager (A),A,alternative,Generic,Horse Stud Manager,horse stud manager,1,12,121,1213,Managers,Horse Breeder,principal,Generic,False
121316,Stud Master/Mistress (S),S,specialisation,Generic,Stud Master/Mistress,stud master mistress,1,12,121,1213,Managers,Horse Breeder,principal,Generic,False
121317,Mixed Livestock Farmer (P),P,principal,Generic,Mixed Livestock Farmer,mixed livestock farmer,1,12,121,1213,Managers,Mixed Livestock Farmer,principal,Generic,True
121318,Pig Farmer (P),P,principal,Generic,Pig Farmer,pig farmer,1,12,121,1213,Managers,Pig Farmer,principal,Generic,True
121318,Pig Farm Manager (A),A,alternative,Generic,Pig Farm Manager,pig farm manager,1,12,121,1213,Managers,Pig Farmer,principal,Generic,False
121318,Pig Breeder (S),S,specialisation,Generic,Pig Breeder,pig breeder,1,12,121,1213,Managers,Pig Farmer,principal,Generic,False
121321,Poultry Farmer (P),P,principal,Generic,Poultry Farmer,poultry farmer,1,12,121,1213,Managers,Poultry Farmer,principal,Generic,True
121321,Poultry Farm Manager (A),A,alternative,Generic,Poultry Farm Manager,poultry farm manager,1,12,121,1213,Managers,Poultry Farmer,principal,Generic,False
121321,Chicken Meat Producer (S),S,specialisation,Generic,Chicken Meat Producer,chicken meat producer,1,12,121,1213,Managers,Poultry Farmer,principal,Generic,False
121321,Egg Producer (S),S,specialisation,Generic,Egg Producer,egg producer,1,12,121,1213,Managers,Poultry Farmer,principal,Generic,False
121321,Hatchery Manager (Poultry) (S),S,specialisation,Generic,Hatchery Manager (Poultry),hatchery manager poultry,1,12,121,1213,Managers,Poultry Farmer,principal,Generic,False
121322,Sheep Farmer (P),P,principal,Generic,Sheep Farmer,sheep farmer,1,12,121,1213,Managers,Sheep Farmer,principal,Generic,True
121322,Sheep Farm Manager (A),A,alternative,Generic,Sheep Farm Manager,sheep farm manager,1,12,121,1213,Managers,Sheep Farmer,principal,Generic,False
121322,Stud Sheep Farmer (S),S,specialisation,Generic,Stud Sheep Farmer,stud sheep farmer,1,12,121,1213,Managers,Sheep Farmer,principal,Generic,False
121322,Wool Grower (S),S,specialisation,Generic,Wool Grower,wool grower,1,12,121,1213,Managers,Sheep Farmer,principal,Generic,False
121399,Livestock Farmers nec (P),P,principal,Generic,Livestock Farmers nec,livestock farmers nec,1,12,121,1213,Managers,Livestock Farmers nec,principal,Generic,True
