state,contract_type,collection_quarter,collection_number,review_quarter_date,estimate,model_estimate,estimate_type,ci_lower_95,ci_upper_95,final_count,pct_of_final_count,final_count_in_pi,raw_collected_count,model_pct_of_final_count,collection_year,collection_quarter_number,collection_quarter_label,abs_pct_error,within_5pct_of_final,pct_of_final_count_outlier_flag,anzsco_join_note
Western Australia,Commencements,2024.3,120,2024-03-01,6639.0,0.0,Initial,6432,6846,6641,100.0,Y,6639,0.0,2024,3,2024-Q3,0.03,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2024.3,121,2024-03-01,6640.0,0.0,1st Revision,6508,6772,6641,100.0,Y,6640,0.0,2024,3,2024-Q3,0.02,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2024.4,121,2024-06-01,5470.0,0.0,Initial,5296,5644,5476,99.9,Y,5470,0.0,2024,4,2024-Q4,0.11,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2024.4,122,2024-06-01,5474.0,0.0,1st Revision,5368,5580,5476,100.0,Y,5474,0.0,2024,4,2024-Q4,0.04,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2025.1,122,2024-09-01,3089.0,0.0,Initial,2991,3187,3089,100.0,Y,3089,0.0,2025,1,2025-Q1,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2025.1,123,2024-09-01,3089.0,0.0,1st Revision,3019,3159,3089,100.0,Y,3089,0.0,2025,1,2025-Q1,0.0,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2025.2,123,2024-12-01,3483.0,0.0,Initial,3379,3587,3484,100.0,Y,3483,0.0,2025,2,2025-Q2,0.03,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Commencements,2025.2,124,2024-12-01,3428.0,3484.0,1st Revision,3334,3522,3484,98.4,Y,3484,100.0,2025,2,2025-Q2,1.61,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2024.3,120,2024-03-01,2672.0,0.0,Initial,2646,2698,2667,100.2,Y,2648,0.0,2024,3,2024-Q3,0.19,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2024.3,121,2024-03-01,2668.0,0.0,1st Revision,2658,2678,2667,100.0,Y,2660,0.0,2024,3,2024-Q3,0.04,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2024.4,121,2024-06-01,2490.0,0.0,Initial,2464,2516,2486,100.2,Y,2468,0.0,2024,4,2024-Q4,0.16,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2024.4,122,2024-06-01,2491.0,0.0,1st Revision,2481,2501,2486,100.2,Y,2483,0.0,2024,4,2024-Q4,0.2,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2025.1,122,2024-09-01,2895.0,0.0,Initial,2866,2924,2876,100.7,Y,2871,0.0,2025,1,2025-Q1,0.66,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2025.1,123,2024-09-01,2890.0,0.0,1st Revision,2878,2902,2876,100.5,Y,2881,0.0,2025,1,2025-Q1,0.49,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2025.2,123,2024-12-01,3428.0,0.0,Initial,3395,3461,3430,99.9,Y,3403,0.0,2025,2,2025-Q2,0.06,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,Completions,2025.2,124,2024-12-01,3433.0,0.0,1st Revision,3419,3447,3430,100.1,Y,3423,0.0,2025,2,2025-Q2,0.09,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2023.3,116,2023-03-01,45369.0,0.0,Initial,45105,45633,45090,100.6,N,45115,0.0,2023,3,2023-Q3,0.62,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2023.3,117,2023-03-01,45282.0,0.0,1st Revision,45116,45448,45090,100.4,N,45098,0.0,2023,3,2023-Q3,0.43,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2023.4,117,2023-06-01,44704.0,0.0,Initial,44460,44948,44426,100.6,N,44439,0.0,2023,4,2023-Q4,0.63,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2023.4,118,2023-06-01,44662.0,0.0,1st Revision,44480,44844,44426,100.5,N,44435,0.0,2023,4,2023-Q4,0.53,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2024.1,118,2023-09-01,43199.0,0.0,Initial,42949,43449,42897,100.7,N,42930,0.0,2024,1,2024-Q1,0.7,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2024.1,119,2023-09-01,43100.0,0.0,1st Revision,42971,43229,42897,100.5,N,42916,0.0,2024,1,2024-Q1,0.47,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2024.2,119,2023-12-01,41177.0,0.0,Initial,41011,41343,40950,100.6,N,40984,0.0,2024,2,2024-Q2,0.55,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
Western Australia,In-Training,2024.2,120,2023-12-01,41067.0,0.0,1st Revision,40903,41231,40950,100.3,N,40969,0.0,2024,2,2024-Q2,0.29,True,False,Aggregate contract counts by state/contract_type. No ANZSCO occupation code available at this level.
